POS,0,048F,-0.87,-2.74,0.31,80,x02
POS,0,048F,-0.59,-2.35,0.46,69,x02
POS,0,048F,-0.44,-2.01,0.80,78,x02
POS,0,048F,-0.38,-1.74,1.01,80,x02
POS,0,048F,-0.26,-1.53,1.23,78,x02
POS,0,048F,-0.22,-1.37,1.25,88,x02
POS,0,048F,-0.19,-1.25,1.27,89,x02
POS,0,048F,-0.14,-1.16,1.45,73,x02
POS,0,048F,-0.14,-1.09,1.36,87,x02
POS,0,048F,-0.15,-1.06,1.22,78,x02
POS,0,048F,-0.11,-1.01,1.39,77,x02
POS,0,048F,-0.08,-0.98,1.53,76,x02
POS,0,048F,-0.09,-0.96,1.42,88,x02
POS,0,048F,-0.12,-0.96,1.30,83,x02
POS,0,048F,-0.19,-0.99,1.19,69,x02
POS,0,048F,-0.25,-1.03,1.13,69,x02
POS,0,048F,-0.28,-1.06,1.05,68,x02
POS,0,048F,-0.30,-1.07,0.99,70,x02
POS,0,048F,-0.26,-1.09,1.21,68,x02
POS,0,048F,-0.28,-1.11,1.14,71,x02
POS,0,048F,-0.30,-1.10,1.08,73,x02
POS,0,048F,-0.33,-1.13,1.08,68,x02
POS,0,048F,-0.33,-1.14,1.11,74,x02
POS,0,048F,-0.33,-1.11,1.07,75,x02
POS,0,048F,-0.34,-1.10,1.05,75,x02
POS,0,048F,-0.35,-1.10,1.00,70,x02
POS,0,048F,-0.34,-1.12,0.97,71,x02
POS,0,048F,-0.36,-1.13,0.99,70,x02
POS,0,048F,-0.39,-1.12,1.05,70,x02
POS,0,048F,-0.47,-1.12,0.98,57,x02
POS,0,048F,-0.40,-1.11,1.25,63,x02
POS,0,048F,-0.38,-1.12,1.24,75,x02
POS,0,048F,-0.35,-1.13,1.24,75,x02
POS,0,048F,-0.42,-1.11,1.19,65,x02
POS,0,048F,-0.42,-1.13,1.07,64,x02
POS,0,048F,-0.43,-1.13,1.00,65,x02
POS,0,048F,-0.37,-1.16,0.98,73,x02
POS,0,048F,-0.33,-1.19,0.94,69,x02
POS,0,048F,-0.30,-1.22,0.92,69,x02
POS,0,048F,-0.27,-1.22,1.13,68,x02
POS,0,048F,-0.28,-1.20,1.12,73,x02
POS,0,048F,-0.30,-1.19,1.12,73,x02
POS,0,048F,-0.28,-1.20,1.16,74,x02
POS,0,048F,-0.25,-1.22,1.11,74,x02
POS,0,048F,-0.28,-1.20,1.04,69,x02
POS,0,048F,-0.33,-1.19,0.97,63,x02
POS,0,048F,-0.39,-1.18,0.96,63,x02
POS,0,048F,-0.38,-1.18,1.00,73,x02
POS,0,048F,-0.36,-1.15,1.04,77,x02
POS,0,048F,-0.38,-1.08,1.30,61,x02
POS,0,048F,-0.31,-1.11,1.48,63,x02
POS,0,048F,-0.26,-1.15,1.62,59,x02
POS,0,048F,-0.32,-1.27,1.38,41,x02
POS,0,048F,-0.25,-1.32,1.52,56,x02
POS,0,048F,-0.26,-1.34,1.40,65,x02
POS,0,048F,-0.20,-1.36,1.54,57,x02
POS,0,048F,-0.24,-1.33,1.42,69,x02
POS,0,048F,-0.22,-1.27,1.56,66,x02
POS,0,048F,-0.21,-1.23,1.64,68,x02
POS,0,048F,-0.30,-1.19,1.44,64,x02
POS,0,048F,-0.37,-1.18,1.28,62,x02
POS,0,048F,-0.46,-1.16,1.16,57,x02
POS,0,048F,-0.50,-1.16,1.08,59,x02
POS,0,048F,-0.46,-1.12,1.09,78,x02
POS,0,048F,-0.46,-1.08,1.08,76,x02
POS,0,048F,-0.36,-1.09,1.28,69,x02
POS,0,048F,-0.41,-1.16,1.44,48,x02
POS,0,048F,-0.50,-1.37,1.26,40,x02
POS,0,048F,-0.56,-1.50,1.14,44,x02
POS,0,048F,-0.65,-1.73,0.97,43,x02
POS,0,048F,-0.74,-1.83,0.79,25,x02
POS,0,048F,-0.73,-1.87,0.75,35,x02
POS,0,048F,-0.65,-1.84,0.68,32,x02
POS,0,048F,-0.42,-1.89,1.00,62,x02
POS,0,048F,-0.24,-1.88,0.93,61,x02
POS,0,048F,-0.11,-1.93,0.88,68,x02
POS,0,048F,-0.00,-1.98,0.90,81,x02
POS,0,048F,0.07,-1.99,0.90,80,x02
POS,0,048F,0.13,-1.99,0.89,77,x02
POS,0,048F,0.16,-2.02,0.85,71,x02
POS,0,048F,0.18,-2.04,0.87,80,x02
POS,0,048F,0.18,-2.05,0.83,68,x02
POS,0,048F,0.14,-2.04,0.75,46,x02
POS,0,048F,0.14,-2.07,0.74,65,x02
POS,0,048F,0.22,-2.23,1.01,61,x02
POS,0,048F,-0.13,-2.28,0.85,43,x02
POS,0,048F,-0.25,-2.48,0.69,71,x02
POS,0,048F,-0.37,-2.79,0.60,82,x02
